original_title,cast,director,runtime,genres,production_companies,release_year,budget,revenue
Burn Notice: The Fall of Sam Axe,Bruce Campbell|Chandra West|Kiele Sanchez|John Diehl|Kiele Sanchez,Jeffrey Donovan,120,Comedy|Crime|Drama|Mystery|Thriller,FoxTelecolombia|Fuse Entertainment,2011,0,0
The Second Renaissance Part I,Julia Fletcher|Dane A. Davis|Debi Derryberry|Jill Talley|Dwight Schultz,Mahiro Maeda,9,Science Fiction|Animation,Studio 4Â°C,2003,0,0
Nancy Drew,Emma Roberts|Josh Flitter|Max Thieriot|Rachael Leigh Cook|Tate Donovan,Andrew Fleming,99,Action|Adventure|Crime|Family|Mystery,Warner Bros. Pictures|Virtual Studios,2007,0,0
TEKKEN: A Man Called X,Kane Kosugi|Cary-Hiroyuki Tagawa|Gary Daniels|Charlotte Kirk|Rade Serbedzija,Wych Kaosayananda,90,Action,SP Entertainments,2014,0,0
InAPPropriate Comedy,Rob Schneider|Michelle Rodriguez|Adrien Brody|Lindsay Lohan|Ari Shaffir,Vince Offer,84,Comedy,,2013,0,2134156044
Mouth to Mouth,Ellen Page|Natasha Wightman|Eric Thal|August Diehl|Diana Greenwood,Alison Murray,101,Drama,Egoli Tossell Film AG|MJW Productions|Hellhound Productions,2005,0,0
Across 110th Street,Anthony Quinn|Yaphet Kotto|Anthony Franciosa|Antonio Fargas|Gloria Hendry,Barry Shear,102,Action|Crime|Drama|Thriller,Film Guarantors,1972,0,0
Queen of Earth,Elisabeth Moss|Katherine Waterston|Patrick Fugit|Kate Lyn Sheil|Kentucker Audley,Alex Ross Perry,90,Drama|Mystery|Thriller,Washington Square Films,2015,0,0
Prelude to a Kiss,Meg Ryan|Alec Baldwin|Ned Beatty|Kathy Bates|Patty Duke,Norman RenÃ©,105,Drama|Comedy|Romance,20th Century Fox|Gruskoff/Venture Films,1992,0,3527276234
Dennis the Menace Strikes Again!,Don Rickles|George Kennedy|Justin Cooper|Betty White|Brian Doyle-Murray,Charles T. Kanganis,71,Comedy|Family,Warner Bros. Entertainment|Warner Home Video,1998,0,0
Tin Toy,,John Lasseter,5,Animation|Family,Pixar Animation Studios,1988,0,0
Saving Face,Michelle Krusiec|Joan Chen|Lynn Chen|Ato Essandoh|Jessica Hecht,Alice Wu,91,Comedy|Romance,,2004,0,0
Futurama: Into the Wild Green Yonder,Billy West|Katey Sagal|John DiMaggio|Lauren Tom|Phil LaMarr,Peter Avanzino,90,Animation|Comedy,20th Century Fox Television,2009,0,0
Out for a Kill,Steven Seagal|Michelle Goh|Corey Johnson|Tom Wu|Bruce Wang,Michael Oblowitz,90,Action|Thriller,,2003,1659493703,0
Damien: Omen II,William Holden|Lee Grant|Jonathan Scott-Taylor|Robert Foxworth|Lance Henriksen,Don Taylor|Mike Hodges,107,Action|Drama|Horror|Thriller,Twentieth Century Fox Film Corporation|Mace Neufeld Productions,1978,2273036473,8864292369
See You In Valhalla,Sarah Hyland|Steve Howey|Odeya Rush|Jake McDorman|Beau Mirchoff,Jarret Tarnol,82,Drama|Comedy,Tarnol Group Pictures,2015,0,0
Our Man Flint,James Coburn|Lee J. Cobb|Gila Golan|Edward Mulhare|Benson Fong,Daniel Mann,108,Adventure|Comedy|Fantasy|Science Fiction,20th Century Fox,1966,0,0
Air Bud: Golden Receiver,Kevin Zegers|Tim Conway|Dick Martin|Nora Dunn|Gregory Harrison,Richard Martin,90,Comedy|Family,Dimension Films,1998,0,1367675365
Zero Effect,Bill Pullman|Ben Stiller|Ryan O'Neal|Kim Dickens|Angela Featherstone,Jake Kasdan,116,Comedy|Crime|Mystery|Thriller,Castle Rock Entertainment|Columbia Pictures Corporation|Manifest Film Company,1998,6688477345,264908917
The Scapegoat,Andrew Scott|Jodhi May|Eileen Atkins|Matthew Rhys|Sheridan Smith,Charles Sturridge,100,,Island Pictures,2012,0,0
A Simple Wish,Martin Short|Kathleen Turner|Mara Wilson|Robert Pastorelli|Deborah Odell,Michael Ritchie,86,Action|Adventure|Comedy|Family|Fantasy,Universal Pictures|The Bubble Factory,1997,0,0
Grind,Mike Vogel|Vince Vieluf|Adam Brody|Joey Kern|Jennifer Morrison,Casey La Scala,105,Action|Comedy|Family,Pandora Cinema|Gerber Pictures|900 Films|Gaylord Films|Asphalt Productions,2003,0,0
Nuremberg,Alec Baldwin|Brian Cox|Christopher Plummer|Jill Hennessy|Matt Craven,Yves Simoneau,180,Drama,Alliance Atlantis Communications|Les Productions La FÃªte Inc.|British American Entertainment|Canadian Television (CTV)|Cypress Films (I),2000,3039101074,0
Boccaccio '70,Marisa Solinas|Germano Gilioli|Anita Ekberg|Sophia Loren|Romy Schneider,Vittorio De Sica|Federico Fellini|Luchino Visconti|Mario Monicelli,208,Fantasy|Drama|Comedy|Romance|Foreign,Cineriz,1962,9082645587,0
Cat Run 2,Scott Mechlowicz|Alphonso McAuley|Winter Ave Zoli|Kamille Leai|Vanessa Branch,John Stockwell,97,Action,,2014,0,0
NYC: Tornado Terror,Nicole de Boer|Sebastian Spence|Jerry Wasserman|Winston Rekert|Colby Johannson,Tibor TakÃ¡cs,90,Drama|Action|Science Fiction|Thriller,Fast Productions Ltd.|Fast (Tornado) Productions,2008,0,0
White Hunter Black Heart,Clint Eastwood|Jeff Fahey|Charlotte Cornwell|George Dzundza|Alun Armstrong,Clint Eastwood,112,Adventure|Drama|Action,Warner Bros.,1990,0,0
Something from Nothing: The Art of Rap,Ice-T|Dr. Dre|Ice Cube|Snoop Dogg|Eminem,Ice-T|Andy Baybutt,106,Documentary,Vivendi Entertainment,2012,0,2738226732
Joan of Arc,Milla Jovovich|Dustin Hoffman|Faye Dunaway|John Malkovich|Vincent Cassel,Luc Besson,148,Adventure|Drama|Action|History|War,Columbia Pictures|Gaumont,1999,785431708,8767553842
Run Ronnie Run,David Cross|Bob Odenkirk|Bruce Taylor|Leon Lamar|India Cosper,Troy Miller,86,Comedy,Home Box Office (HBO)|Dakota Pictures|Burg/Koules Productions|Dakota North Entertainment,2002,0,0
The Terminators,Jeremy London|A Martinez|Paul Logan|Lauren Walsh|Stephen Blackehart,Xavier S. Puslowski,89,Action|Horror|Science Fiction,,2009,0,0
Time Travel Mater,Larry the Cable Guy|Keith Ferguson|John Michael Higgins|Katherine Helmond,Rob Gibbs,7,Adventure|Animation|Comedy|Family|Fantasy,Pixar Animation Studios,2012,0,0
Dangerous Minds,Michelle Pfeiffer|George Dzundza|Courtney B. Vance|Robin Bartlett|John Neville,John N. Smith,99,Drama|Crime,Hollywood Pictures|Via Rosa Productions|Don Simpson/Jerry Bruckheimer Films,1995,0,2575740361
Return to Halloweentown,Sara Paxton|Judith Hoag|Debbie Reynolds|Lucas Grabeel|Keone Young,David Jackson,88,Adventure|Comedy|Family|Fantasy|TV Movie,Disney Channel|Just Singer Entertainment,2006,0,0
Taking Woodstock,Demetri Martin|Imelda Staunton|Henry Goodman|Liev Schreiber|Jonathan Groff,Ang Lee,120,Music|Comedy|Drama,Focus Features,2009,0,0
Aurora,Jurga Jutaite|Marius Jampolskis|Brice Fournier|Å arÅ«nas Bartas|Arnoldas Eisimantas,Kristina Buozyte,120,Science Fiction|Romance,Eurimages|Acajou Films|Tremora|Media Programme of the European Community|Lietuvos Respublikos kulturos ministerija,2012,0,0
Rio Lobo,John Wayne|Jorge Rivero|Jennifer O'Neill|Jack Elam|Christopher Mitchum,Howard Hawks,114,Action|Western,Batjac Productions|Cinema Center Films|Malabar,1970,0,0
Barbie in the 12 Dancing Princesses,Nicole Oliver|Lalainia Lindbjerg|Kathleen Barr|Chiara Zanni|Kelly Sheridan,Greg Richardson,83,Animation|Family,,2006,0,0
While She Was Out,Kim Basinger|Lukas Haas|Craig Sheffer|Luke Gair|Leonard Wu,Susan Montford,108,Action|Adventure|Drama|Horror|Thriller,Grosvenor Park Media Ltd.|Insight Film Studios|Redwood Palms Pictures|Victoria Filmproduktion|Proud Mary Entertainment,2008,6076719803,3964148163
2010: Moby Dick,Barry Bostwick|Renee O'Connor|Bart Baggett|Matt Lagan|Adam Grimes,Trey Stokes,87,Action|Adventure|Drama|Horror|Science Fiction,Asylum The,2010,0,0
Dirty Wars,Nasser Al Aulaqi|Saleha Al Aulaqi|Muqbal Al Kazemi|Abdul Rahman Barman|Saleh Bin Fareed,Rick Rowley,87,Documentary|Drama|War|Crime|Mystery,Civic Bakery|Big Noise Films,2013,0,0
Lorenzo's Oil,Susan Sarandon|Nick Nolte|Peter Ustinov|Ann Hearn|Maduka Steady,George Miller,135,Drama,Universal Pictures,1992,0,1132322368
Cake,Heather Graham|David Sutcliffe|Taye Diggs|Sandra Oh|Sarah Chalke,Nisha Ganatra,95,Drama|Comedy|Romance,New Real Films|First Look International|Cake Productions Inc.,2005,0,0
Hideaways,Rachel Hurd-Wood|Thomas Brodie-Sangster|Tom Collins|Lesley Conroy|Stuart Graham,AgnÃ¨s Merlet,90,Fantasy,FidÃ©litÃ© Productions|Octagon Films|Filmgate Films,2011,0,0
Now You See Him Now You Don't,Kurt Russell|Cesar Romero|Joe Flynn|Jim Backus|William Windom,Robert Butler,88,Comedy|Family,Walt Disney Productions,1972,0,0
Lake Placid 2,John Schneider|Sam McMurray|Sarah Lafleur|Chad Michael Collins|Alicia Ziegler,David Flores,88,Horror|Science Fiction,,2007,0,0
All About the Benjamins,Ice Cube|Mike Epps|Tommy Flanagan|Carmen Chaplin|Eva Mendes,Kevin Bray,95,Action|Adventure|Comedy,New Line Cinema,2002,1697165951,3089197345
Date With an Angel,Michael E. Knight|Phoebe Cates|Emmanuelle BÃ©art|David Dukes|Vinny Argiro,Tom McLoughlin,105,Comedy|Fantasy|Romance|Science Fiction,De Laurentiis Entertainment Group (DEG),1987,0,0
Book of Shadows: Blair Witch 2,Kim Director|Jeffrey Donovan|Erica Leerhsen|Tristine Skyler|Stephen Barker Turner,Joe Berlinger,90,Horror|Mystery|Thriller,Artisan Entertainment|Haxan Films,2000,0,0
White Palace,Susan Sarandon|James Spader|Kathy Bates|Jason Alexander|Eileen Brennan,Luis Mandoki,103,Drama|Romance,Universal Pictures,1990,0,2918491496
The Onion Movie,Len Cariou|Steven Seagal|Larissa Laskin|Ken Takemoto|Don McManus,Mike Maguire|Tom Kuntz,80,Comedy,The Onion,2008,0,0
Fletch Lives,Chevy Chase|Hal Holbrook|Julianne Phillips|R. Lee Ermey|Richard Libertini,Michael Ritchie,95,Comedy|Crime|Mystery,Universal Pictures|Vincent Pictures,1989,1415237066,6183000923
The Falcon and the Snowman,Timothy Hutton|Sean Penn|Pat Hingle|Joyce Van Patten|Rob Reed,John Schlesinger,132,Thriller|Drama|Crime,Orion Pictures|Hemdale Film,1985,0,0
Lake Placid: The Final Chapter,Yancy Butler|Robert Englund|Daniel Black|Elisabeth RÃ¶hm|Caroline Ford,Don Michael Paul,86,Horror|Science Fiction,Unified Film Organization (UFO),2012,0,0
After Sex,Mila Kunis|Dave Franco|Jose Pablo Cantillo|Jane Seymour|Emmanuelle Chriqui,Eric Amadio,78,Comedy|Romance,NALA Films|Supino Pictures,2007,8676265807,0
The Boy Who Could Fly,Jay Underwood|Fred Savage|Bonnie Bedelia|Colleen Dewhurst|Fred Gwynne,Nick Castle,114,Drama|Family|Fantasy|Science Fiction,Lorimar Motion Pictures,1986,0,1427882724
Revenge of the Nerds II: Nerds in Paradise,Robert Carradine|Curtis Armstrong|Larry B. Scott|Timothy Busfield|Courtney Thorne-Smith,Joe Roth,98,Comedy,Twentieth Century Fox Film Corporation|Amercent Films|American Entertainment Partners L.P.|Interscope Communications,1987,0,4345188261
3 Ninjas,Victor Wong|Michael Treanor|Max Elliott Slade|Chad Power|Rand Kingsley,Jon Turteltaub,84,Adventure|Action|Family|Comedy,Touchstone Pictures,1992,0,0
Halloweentown,Debbie Reynolds|Judith Hoag|Kimberly J. Brown|Joey Zimmerman|Emily Roeske,Duwayne Dunham,81,Adventure|Comedy|Family|Fantasy|Horror,Just Singer Entertainment,1998,0,0
The Chaperone,Paul Michael LÃ©vesque|Kevin Corrigan|JosÃ© ZÃºÃ±iga|Kevin Rankin|Ariel Winter,Stephen Herek,103,Comedy|Family|Action,WWE Studios|Snowfall Films,2011,0,0
First Kid,Sinbad|Brock Pierce|Blake Boyd|Timothy Busfield|Art LaFleur,David M. Evans,101,Comedy|Family,Walt Disney Pictures|Caravan Pictures,1996,0,0
Red Faction: Origins,Tamzin Merchant|Danielle Nicolet|Brian J. Smith|Kate Vernon|Devon Graye,Michael Nankin,91,Science Fiction,Universal Cable Productions|THQ,2011,0,0
Delta Farce,Larry the Cable Guy|Bill Engvall|DJ Qualls|Christina Moore|Danny Trejo,C.B. Harding,90,Action|Adventure|Comedy,Lions Gate Films|Shaler Entertainment Pictures|Parallel Entertainment|Sleeping Marmots Production|Samwilla Productions,2007,1262002299,0
The Countess,Julie Delpy|William Hurt|Daniel BrÃ¼hl|Anamaria Marinca|Maria Simon,Julie Delpy,98,Drama|History|Horror,X Filme International|Celluloid Dreams Productions,2009,863940369,0
Faces of Death,Michael Carr|Samuel Berkowitz|Mary Ellen Brighton|John Alan Schwartz|Adolf Hitler,John Alan Schwartz,105,Documentary|Horror,F.O.D. Productions,1978,0,0
Superman/Shazam!: The Return of Black Adam,James Garner|Arnold Vosloo|George Newbern|Jerry O'Connell|Danica McKellar,Joaquim Dos Santos,22,Animation|Action,DC Comics|Warner Premiere,2010,0,0
7 Minutes,Luke Mitchell|Leven Rambin|Jason Ritter|Kris Kristofferson|Joel Murray,Jay Martin,92,Drama|Crime|Thriller,Whitewater Films,2014,0,0
Avenging Angelo,Sylvester Stallone|Madeleine Stowe|Anthony Quinn|Raoul Bova|Harry Van Gorkum,Martyn Burke,97,Action|Comedy|Crime,Epsilon Motion Pictures|Franchise Pictures|Dante Entertainment|Warner Bros.|Quinta Communications,2002,0,0
Beaches,Bette Midler|Barbara Hershey|John Heard|Spalding Gray|Lainie Kazan,Garry Marshall,123,Comedy|Drama,Touchstone Pictures|Silver Screen Partners IV|All Girl Productions,1988,0,1051789847
The Longest Day,Eddie Albert|Paul Anka|Arletty|Jean-Louis Barrault|Richard Beymer,Ken Annakin|Andrew Marton|Bernhard Wicki,178,Action|Drama|History|War,Twentieth Century Fox Film Corporation|Darryl F. Zanuck Productions,1962,7208448879,0
Midnight Lace,Doris Day|Rex Harrison|John Gavin|Myrna Loy|Roddy McDowall,David Miller,110,Thriller,Arwin Productions|Universal International Pictures (UI),1960,0,0
Wendy and Lucy,Michelle Williams|Will Patton|Will Oldham|John Robinson|Lucy,Kelly Reichardt,80,Drama,Glass Eye Pix|Film Science|Washington Square Films|Field Guide Films,2008,2025573268,0
Other People's Money,Danny DeVito|Gregory Peck|Penelope Ann Miller|Piper Laurie|Dean Jones,Norman Jewison,103,Comedy|Drama,Warner Bros.,1991,0,0
De toutes nos forces,Jacques Gamblin|Alexandra Lamy|Fabien HÃ©raud|Sophie de FÃ¼rst|Pablo Pauly,Nils Tavernier,94,Drama,Nord-Ouest Productions|PathÃ© Films,2014,0,0
After the Ball,Portia Doubleday|Marc-AndrÃ© Grondin|Chris Noth|Lauren Holly|Natalie Krill,Sean Garrity,101,Comedy,,2015,0,1488743345
Notorious,Jamal Woolard|Derek Luke|Naturi Naughton|Antonique Smith|Angela Bassett,George Tillman Jr.,122,Drama|Music,Fox Searchlight Pictures,2009,0,4375761106
Life Itself,Roger Ebert|Werner Herzog|Martin Scorsese|Errol Morris|Ava DuVernay,Steve James,120,Documentary,Film Rites|Kartemquin Films|CNN Films,2014,0,0
The Net 2.0,Nikki DeLoach|Cengiz Bozkurt|Sebnem Donmez|GÃ¼ven KÄ±raÃ§|Charles Winkler,Charles Winkler,95,Action|Drama|Thriller,,2006,0,0
An Innocent Man,F. Murray Abraham|Laila Robins|David Rasche|Tom Selleck|Todd Graff,Peter Yates,113,Action|Crime|Drama|Thriller,Touchstone Pictures,1989,0,352634335
Switch,Ellen Barkin|Jimmy Smits|JoBeth Williams|Lorraine Bracco|Tony Roberts,Blake Edwards,104,Fantasy|Comedy,Home Box Office (HBO),1991,0,0
We're Back! A Dinosaur's Story,John Goodman|Jay Leno|Walter Cronkite|Blaze Berdahl|Rhea Perlman,Phil Nibbelink|Simon Wells|Dick Zondag|Ralph Zondag,64,Animation|Science Fiction|Family,Universal Studios|Amblin Entertainment|Amblimation,1993,0,1406376333
She's Having a Baby,Kevin Bacon|Elizabeth McGovern|Alec Baldwin|William Windom|Holland Taylor,John Hughes,106,Comedy|Drama|Romance,Paramount Pictures,1988,0,0
The Delta Force,Chuck Norris|Lee Marvin|Shelley Winters|Martin Balsam|Joey Bishop,Menahem Golan,125,Action|Thriller,Golan-Globus,1986,0,3534956357
Life Partners,Leighton Meester|Gillian Jacobs|Adam Brody|Gabourey Sidibe|Beth Dover,Susanna Fogel,95,Romance|Comedy,Haven Entertainment|Sandia Media|Minerva Productions,2014,0,7612817535
Miami Blues,Alec Baldwin|Jennifer Jason Leigh|Fred Ward|Cecilia PÃ©rez-Cervera|Georgie Cranford,George Armitage,97,Action|Crime|Drama|Thriller,Orion Pictures|Tristes Tropiques,1990,0,0
The Loved Ones,Xavier Samuel|Jessica McNamee|Robin McLeavy|Victoria Thaine|John Brumpton,Sean Byrne,84,Horror,Omnilab Media|Ambience Entertainment|Screen Australia|Film Victoria,2009,0,0
The Suspect,Mekhi Phifer|William Sadler|Derek RochÃ©|James McCaffrey|Rebecca Creskoff,Stuart Connelly,89,Thriller,,2013,0,0
Proof,Hugo Weaving|Russell Crowe|GeneviÃ¨ve Picot|Heather Mitchell|Jeffrey Walker,Jocelyn Moorhouse,86,Drama,The Australian Film Commission|Film Victoria|House & Moorhouse Films,1991,0,8400421792
Simply Irresistible,Sarah Michelle Gellar|Sean Patrick Flanery|Dylan Baker|Patricia Clarkson|Lawrence Gilliard Jr.,Mark Tarlov,95,Comedy,20th Century Fox|Regency Enterprises|New Regency Pictures|Taurus Film|Polar Entertainment Corporation,1999,785431708,5758509073
FearDotCom,Stephen Dorff|Natascha McElhone|Stephen Rea|Udo Kier|Amelia Curtis,William Malone,101,Horror|Thriller,Milagro Films|Franchise Pictures|DoRo Fiction Film|Signature Pictures|ApolloMedia Distribution,2002,4849045574,2291418305
A Christmas Detour,Candace Cameron Bure|Paul Greene|Sarah Strange|David Lewis|Marcus Rosner,Ron Oliver,84,Comedy|TV Movie|Romance,,2015,0,0
The Ten,Paul Rudd|Adam Brody|Jon Hamm|Winona Ryder|Ken Marino,David Wain,96,Comedy,Ascot Elite Home Entertainment,2007,0,0
Babylon 5: In the Beginning,Bruce Boxleitner|Mira Furlan|Richard Biggs|Andreas Katsulas|Peter Jurasik,Michael Vejar,94,Action|Drama|Science Fiction|Adventure,Babylonian Productions|Turner Network Television (TNT),1998,0,0
The Abandoned,Anastasia Hille|Karel Roden|Valentin Ganev|Paraskeva Djukelova|Carlos Reig-Plaza,Nacho CerdÃ ,99,Horror|Thriller,,2006,0,0
Dr. T and the Women,Richard Gere|Helen Hunt|Liv Tyler|Kate Hudson|Farrah Fawcett,Robert Altman,121,Comedy|Drama|Romance,Artisan Entertainment|Sandcastle 5 Productions,2000,1519550537,0
Everybody's Fine,Robert De Niro|Drew Barrymore|Kate Beckinsale|Sam Rockwell|Melissa Leo,Kirk Jones,99,Drama,Miramax Films|Hollywood Gang Productions|Radar Pictures,2009,2134440912,0
Evil Aliens,Emily Booth|Sam Butler|Jamie Honeybourne|Jodie Shaw|Peter O'Connor,Jake West,93,Comedy|Horror|Science Fiction,Falcon Media Limited,2006,5408345791,0
Ghoul,Jennifer Armour|Jeremy Isabella|Paus S. Tracey,Petr JÃ¡kl Jr.,86,Thriller|Horror,J.B.J Film,2015,0,0
Carry On Cowboy,Sid James|Jim Dale|Angela Douglas|Kenneth Williams|Charles Hawtrey,Gerald Thomas,93,Comedy|Western,Peter Rogers Productions,1966,0,0
X,Viva Bianca|Hanna Mangan Lawrence|Peter Docker|Eamon Farren|Jordan Fielding,Jon Hewitt,90,Action|Thriller|Romance,,2010,0,0
Terri,Jacob Wysocki|John C. Reilly|Creed Bratton|Olivia Crocicchia|Bridger Zadina,Azazel Jacobs,105,Comedy|Drama,Verisimilitude,2011,0,1402069471
Cops & Robbersons,Chevy Chase|Jack Palance|Dianne Wiest|Robert Davi|David Barry Gray,Michael Ritchie,93,Action|Comedy|Family,TriStar Pictures,1994,0,0
Mercy,Chandler Riggs|Dylan McDermott|Mark Duplass|Frances O'Connor|Joel Courtney,Peter Cornwell,79,Thriller|Horror,Blumhouse Productions|Wonderland Sound and Vision,2014,0,0
Boxcar Bertha,Barbara Hershey|David Carradine|Barry Primus|Bernie Casey|John Carradine,Martin Scorsese,92,Crime|Drama|Romance|Thriller,American International Pictures (AIP),1972,3128736559,0
What Maisie Knew,Alexander SkarsgÃ¥rd|Julianne Moore|Steve Coogan|Onata Aprile|Joanna Vanderham,Scott McGehee|David Siegel,93,Drama,Image Entertainment|120dB Films|10th Hole Productions|Dreambridge Films|Red Crown Productions,2013,5616200116,9982524257
Cottage Country,Malin Ã…kerman|Tyler Labine|Dan Petronijevic|Lucy Punch|Benjamin Ayres,Peter Wellington,91,Action|Comedy|Crime|Romance,Whizbang Films,2013,0,0
Hercules in the Underworld,Kevin Sorbo|Anthony Quinn|Tawny Kitaen|Marley Shelton|Cliff Curtis,Bill L. Norton,91,Action|Adventure|Fantasy|TV Movie,Renaissance Pictures,1994,0,0
American Ninja 5,David Bradley|Lee Reyes|Anne Dupont|Pat Morita|James Lew,Bobby Gene Leonard,102,Action|Thriller,Cannon Group|International Movie Service S.r.l.,1993,0,0
Air Bud: Seventh Inning Fetch,Kevin Zegers|Caitlin Wachs|Molly Hagan,Robert Vince,93,Comedy|Drama|Family,Fetch Boy Films Ltd.|International Keystone Entertainment|Keystone Pictures,2002,0,0
The Second Arrival,Patrick Muldoon|Jane Sibbett|Michael Sarrazin|Catherine Blythe|Michael Scherer,Kevin Tenney,101,Action|Adventure|Science Fiction|Thriller,Rootbeer Films|Taurus 7 Film Corporation,1998,0,0
Bionicle: The Legend Reborn,Jeff Bennett|Dee Bradley Baker|Jim Cummings|Michael Dorn|Mark Famiglietti,Mark Baldo,80,Action|Adventure|Animation|Family|Science Fiction,LEGO|Threshold Animation Studios|Tinseltown Toons,2009,0,0
Split Second,Rutger Hauer|Kim Cattrall|Michael J. Pollard|Alastair Duncan|Alun Armstrong,Tony Maylam,90,Thriller|Action|Horror|Science Fiction|Crime,Entertainment|Muse Productions|Challenge Film Corporation|XYZ Funding N.V.,1992,0,0
24: Redemption,Kiefer Sutherland|Cherry Jones|Bob Gunton|Colm Feore|Jon Voight,Jon Cassar,102,Action|Adventure|Crime,Imagine Television|Teakwood Lane Productions|Real Time Productions,2008,0,0
Rise: Blood Hunter,Lucy Liu|Michael Chiklis|Carla Gugino|James D'Arcy|Marilyn Manson,Sebastian Gutierrez,97,Action|Adventure|Horror|Thriller,Ghost House Pictures|Destination Films|Kingsgate Films|Mandate Pictures,2007,0,0
Return to Oz,Fairuza Balk|Nicol Williamson|Piper Laurie|Jean Marsh|Justin Case,Walter Murch,113,Adventure|Fantasy|Science Fiction|Family,Walt Disney Pictures|Silver Screen Partners II|BMI (No. 9) Ltd.|Oz Productions Ltd.,1985,5067915131,2257817208
Late Phases,Tina Louise|Ethan Embry|Erin Cummings|Karen Lynn Gorney|Tom Noonan,AdriÃ¡n GarcÃ­a Bogliano,95,Thriller|Horror,Glass Eye Pix|Dark Sky Films|Site B,2014,0,0
Pulse 3,Noureen DeWulf|Karley Scott Collins|Rider Strong|Brittany Finamore|Georgina Rylance,Joel Soisson,91,Horror|Thriller,Dimension Extreme,2008,0,0
Confessions of a Sociopathic Social Climber,Jennifer Love Hewitt|Colin Ferguson|Natassia Malthe|Daniel Roebuck|Stefanie von Pfetten,Dana Lustig,96,Comedy|Romance,Confessions Productions (II)|Once Upon a Time Films,2005,0,0
